,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
17087,Gávea,3,1,0,87,3400.0,1250.0,120.0
17089,Copacabana,3,0,0,107,3200.0,600.0,150.0
17090,Recreio dos Bandeirantes,2,1,1,90,1700.0,880.0,177.0
17091,Engenho de Dentro,1,1,0,50,800.0,250.0,0.0
17092,Barra da Tijuca,4,3,4,292,10000.0,3800.0,8000.0
17094,Tijuca,3,1,1,80,2200.0,700.0,200.0
17095,Copacabana,3,0,1,124,3500.0,860.0,0.0
17097,Barra da Tijuca,3,2,1,106,3400.0,1630.0,280.0
17099,Barra da Tijuca,4,3,3,247,14000.0,4400.0,1000.0
17102,Recreio dos Bandeirantes,2,1,1,77,1500.0,770.0,100.0
17104,Recreio dos Bandeirantes,2,1,1,73,1300.0,926.0,0.0
17106,Jardim Botânico,2,0,0,70,2300.0,812.0,147.0
17107,Olaria,2,0,0,62,700.0,230.0,0.0
17109,Copacabana,3,1,0,160,3300.0,1741.0,0.0
17116,Barra da Tijuca,2,1,1,50,1700.0,484.0,38.0
17119,São Cristóvão,2,0,0,60,1500.0,660.0,0.0
17120,Barra da Tijuca,2,1,1,80,3500.0,1100.0,0.0
17121,Glória,1,0,0,52,1700.0,560.0,0.0
17123,Recreio dos Bandeirantes,3,3,1,190,4500.0,1150.0,570.0
17124,Copacabana,3,0,1,100,4500.0,750.0,300.0
17125,Higienópolis,2,1,0,88,1100.0,400.0,44.0
17128,Barra da Tijuca,1,2,1,90,3200.0,982.0,316.0
17129,Copacabana,2,0,0,75,2000.0,677.0,131.0
17130,Tijuca,3,1,1,80,1900.0,982.0,113.0
17133,Tijuca,2,1,0,72,2100.0,875.0,120.0
17136,Tijuca,2,1,1,86,2500.0,714.0,0.0
17139,Méier,1,1,0,54,1300.0,900.0,14.0
17142,Tijuca,2,1,0,68,1300.0,822.0,0.0
17143,Barra da Tijuca,4,3,2,256,11500.0,4068.0,497.0
17144,Barra da Tijuca,4,4,4,492,7000.0,6000.0,1040.0
17145,Leme,2,0,0,80,5000.0,943.0,290.0
17151,Ipanema,2,1,0,67,2200.0,1600.0,148.0
17152,Barra da Tijuca,2,1,1,70,2000.0,1295.0,190.0
17153,Gávea,1,0,0,45,2180.0,500.0,120.0
17154,Leblon,4,2,4,200,9500.0,2713.0,1153.0
17155,Barra da Tijuca,2,1,1,65,3000.0,790.0,213.0
17156,Leblon,3,3,1,166,8500.0,3500.0,680.0
17160,São Conrado,4,4,4,450,21000.0,5800.0,0.0
17161,Barra da Tijuca,2,2,1,115,9000.0,2470.0,4500.0
17162,Leblon,2,0,1,55,3500.0,1245.0,142.0
17163,Gávea,4,2,1,178,5800.0,1462.0,409.0
17169,Riachuelo,3,0,0,99,980.0,425.0,13.0
17171,Barra da Tijuca,5,4,5,1100,24000.0,8465.0,5529.0
17172,Barra da Tijuca,3,2,1,106,2250.0,1772.0,2520.0
17173,Benfica,2,1,0,55,1000.0,283.0,13.0
17175,Recreio dos Bandeirantes,3,1,1,78,1500.0,770.0,108.0
17176,Grajaú,1,0,0,40,1000.0,460.0,25.0
17177,Vicente de Carvalho,2,1,0,50,1100.0,300.0,0.0
17178,Ipanema,3,1,1,160,7800.0,2600.0,461.0
17179,Ipanema,3,1,1,120,4700.0,1400.0,0.0
17180,Oswaldo Cruz,2,0,0,50,650.0,60.0,0.0
17181,Laranjeiras,2,1,1,82,2800.0,954.0,104.0
17182,Leblon,2,1,1,108,5000.0,2000.0,530.0
17183,Copacabana,1,0,0,44,1500.0,531.0,25.0
17186,Tijuca,2,1,1,80,2000.0,500.0,94.0
17187,Leblon,1,0,0,45,3000.0,570.0,130.0
17189,Leblon,3,1,1,125,8000.0,1900.0,0.0
17193,Barra da Tijuca,4,2,4,378,10000.0,2800.0,21000.0
17194,Barra da Tijuca,2,2,2,220,3500.0,1980.0,10.0
17195,Copacabana,1,0,0,21,1400.0,439.0,25.0
17197,Barra da Tijuca,3,3,2,240,9500.0,3526.0,1502.0
17198,Ipanema,2,0,1,95,7000.0,2432.0,365.0
17200,Leme,4,1,2,310,12000.0,2500.0,460.0
17201,Copacabana,2,0,0,85,2500.0,1117.0,166.0
17202,Méier,1,1,0,55,800.0,400.0,17.0
17204,Barra da Tijuca,2,1,1,95,2500.0,1090.0,278.0
17205,Tijuca,2,1,1,70,2500.0,769.0,0.0
17207,Botafogo,2,1,0,96,2980.0,695.0,179.0
17208,Tijuca,2,1,1,100,3100.0,700.0,0.0
17209,Copacabana,2,0,0,80,2600.0,764.0,0.0
17211,Copacabana,4,1,0,210,5500.0,2890.0,395.0
17212,Grajaú,1,1,0,58,1100.0,670.0,360.0
17213,Grajaú,2,1,0,60,1500.0,407.0,47.0
17215,Humaitá,3,1,1,160,3300.0,1125.0,230.0
17217,Taquara,2,1,0,50,1000.0,400.0,135.0
17218,Recreio dos Bandeirantes,3,1,1,92,2000.0,675.0,1100.0
17220,Ipanema,2,1,0,86,5500.0,2000.0,0.0
17221,Copacabana,1,1,0,47,2500.0,900.0,500.0
17222,Barra da Tijuca,2,1,1,63,2800.0,1320.0,145.0
17223,Recreio dos Bandeirantes,2,1,1,72,1600.0,700.0,55.0
17225,Recreio dos Bandeirantes,3,2,1,144,2791.0,1582.0,2580.0
17227,Copacabana,4,1,2,270,10000.0,2620.0,470.0
17230,Copacabana,3,1,1,100,3000.0,1200.0,0.0
17231,Grajaú,3,1,1,125,1900.0,1000.0,190.0
17232,Barra da Tijuca,4,2,2,191,3500.0,1100.0,550.0
17235,Leme,3,1,1,100,4500.0,970.0,165.0
17236,Ipanema,4,3,4,480,37000.0,9500.0,0.0
17238,Ipanema,3,1,1,120,5800.0,1700.0,139.0
17239,Barra da Tijuca,3,2,2,189,9500.0,1700.0,0.0
17241,Leme,3,1,1,114,4800.0,1150.0,0.0
17244,Barra da Tijuca,3,1,1,80,2800.0,1350.0,189.0
17245,Gávea,3,0,1,115,2700.0,880.0,178.0
17246,Botafogo,2,1,1,85,3900.0,900.0,0.0
17247,Copacabana,3,1,0,200,6800.0,1700.0,520.0
17248,Recreio dos Bandeirantes,2,2,1,85,2400.0,500.0,0.0
17249,São Cristóvão,2,0,0,62,1200.0,480.0,14.0
17251,Freguesia (Jacarepaguá),2,2,1,144,2400.0,938.0,0.0
17254,Ipanema,3,2,1,170,6300.0,2200.0,495.0
17255,Botafogo,3,1,1,101,5500.0,1100.0,0.0
17258,Copacabana,2,0,1,70,4100.0,710.0,30.0
17259,Vila Isabel,2,0,0,76,1500.0,250.0,47.0
17260,Botafogo,1,0,0,33,1350.0,480.0,60.0
17261,Barra da Tijuca,1,1,1,65,6000.0,1180.0,3000.0
17262,Tijuca,2,0,0,60,1700.0,487.0,49.0
17264,Leblon,3,1,1,150,8500.0,2055.0,399.0
17265,Copacabana,1,0,0,45,1700.0,470.0,58.0
17266,Ipanema,3,2,1,140,6300.0,2200.0,387.0
17267,Humaitá,3,0,0,103,3500.0,840.0,175.0
17268,Barra da Tijuca,4,3,4,233,11000.0,3200.0,500.0
17269,Ipanema,3,2,2,260,40000.0,6147.0,978.0
17270,Leblon,3,1,0,100,4600.0,1153.0,302.0
17273,Copacabana,3,0,0,110,3500.0,650.0,0.0
17275,Laranjeiras,3,0,0,80,1800.0,980.0,103.0
17277,Ipanema,3,2,1,130,5000.0,2107.0,402.0
17279,Vista Alegre,2,0,0,60,880.0,100.0,0.0
17281,Copacabana,3,1,0,110,3300.0,794.0,0.0
17282,Barra da Tijuca,3,2,2,130,5700.0,800.0,450.0
17283,Flamengo,3,2,1,98,3000.0,805.0,179.0
17285,Copacabana,2,2,1,105,5000.0,1000.0,0.0
17286,Copacabana,2,1,0,79,2600.0,737.0,187.0
17287,Cachambi,2,1,1,62,1300.0,650.0,126.0
17291,Largo do Machado,1,0,0,40,1300.0,335.0,0.0
17292,Gávea,2,1,1,61,3100.0,891.0,198.0
17293,Barra da Tijuca,2,2,2,75,2000.0,1396.0,1340.0
17294,Itanhangá,2,0,0,56,900.0,648.0,27.0
17296,Maracanã,2,1,0,65,1500.0,747.0,70.0
17299,Gávea,2,1,0,65,3500.0,713.0,0.0
17300,Barra da Tijuca,2,1,1,85,2500.0,1380.0,0.0
17303,Botafogo,1,1,0,50,2000.0,854.0,240.0
17304,Gávea,3,1,0,86,3300.0,1050.0,0.0
17309,Copacabana,2,1,1,85,2950.0,620.0,159.0
17310,Tijuca,3,1,1,145,2800.0,950.0,154.0
17311,Senador Vasconcelos,2,1,0,56,650.0,260.0,0.0
17312,Copacabana,2,1,0,130,4500.0,1150.0,270.0
17313,Leblon,4,1,1,182,9500.0,3150.0,630.0
17315,Ipanema,4,1,1,205,23000.0,2840.0,0.0
17316,Tijuca,2,0,0,80,1400.0,850.0,0.0
17317,Recreio dos Bandeirantes,2,1,1,70,1600.0,960.0,0.0
17318,Barra da Tijuca,4,3,2,480,8500.0,2500.0,0.0
17319,São Conrado,2,1,1,100,2800.0,755.0,0.0
17322,Jardim Botânico,1,0,1,45,2200.0,650.0,0.0
17325,Tijuca,3,1,0,96,1750.0,950.0,118.0
17326,Botafogo,3,1,1,87,3200.0,1038.0,176.0
17327,Ipanema,2,1,1,90,7000.0,2800.0,280.0
17328,Recreio dos Bandeirantes,2,1,1,70,1800.0,650.0,80.0
17329,Ipanema,5,1,2,374,16000.0,3972.0,1309.0
17331,Centro,2,0,0,70,1200.0,700.0,50.0
17335,Campo Grande,3,1,0,50,1100.0,300.0,0.0
17338,Copacabana,2,0,1,75,2600.0,620.0,180.0
17340,Copacabana,3,1,0,92,3900.0,1064.0,140.0
17342,Copacabana,4,2,2,389,12400.0,4133.0,11536.0
17345,Ipanema,2,0,0,56,2900.0,954.0,168.0
17347,Barra da Tijuca,3,2,1,117,3000.0,17966.0,2765.0
17349,Freguesia (Jacarepaguá),2,1,0,59,1400.0,390.0,40.0
17351,Barra da Tijuca,2,2,2,110,3991.0,1560.0,2800.0
17353,Barra da Tijuca,3,1,1,82,2300.0,850.0,140.0
17355,Copacabana,3,0,1,120,3000.0,820.0,150.0
17357,São Conrado,3,3,3,270,22000.0,2800.0,1300.0
17360,Recreio dos Bandeirantes,2,1,1,91,1700.0,1020.0,182.0
17361,Vila Isabel,1,0,0,35,1100.0,455.0,0.0
17362,Barra da Tijuca,3,1,1,92,2800.0,1200.0,0.0
17363,Barra da Tijuca,2,1,1,75,2500.0,2265.0,511.0
17364,Méier,3,2,1,80,1600.0,1300.0,850.0
17365,Recreio dos Bandeirantes,2,2,1,80,2500.0,1700.0,262.0
17366,Recreio dos Bandeirantes,3,4,3,194,3000.0,1183.0,498.0
17367,Ipanema,2,0,2,85,4500.0,1300.0,161.0
17369,Copacabana,4,1,4,387,18000.0,2700.0,1000.0
17370,Praça Seca,1,1,0,46,700.0,300.0,107.0
17372,Ipanema,3,1,1,80,4500.0,1500.0,239.0
17373,Laranjeiras,2,0,0,95,2100.0,766.0,0.0
17376,Barra da Tijuca,4,2,1,160,6000.0,1620.0,530.0
17381,Recreio dos Bandeirantes,4,3,1,180,4000.0,800.0,350.0
17382,Lagoa,3,1,1,151,8000.0,1850.0,850.0
17383,Recreio dos Bandeirantes,2,1,1,49,1800.0,650.0,0.0
17388,Barra da Tijuca,5,4,5,580,20000.0,4600.0,1100.0
17390,Barra da Tijuca,2,1,0,66,3000.0,1550.0,380.0
17392,Barra da Tijuca,1,1,0,67,1850.0,900.0,232.0
17393,Botafogo,1,0,1,45,1600.0,270.0,77.0
17394,Jardim Guanabara,1,1,0,44,1100.0,230.0,48.0
17396,Copacabana,2,0,0,80,3000.0,697.0,117.0
17400,Ipanema,3,1,1,170,21000.0,2300.0,400.0
17403,Recreio dos Bandeirantes,3,2,1,85,1200.0,860.0,0.0
17404,Barra da Tijuca,2,2,1,105,6000.0,1900.0,270.0
17406,Humaitá,3,1,0,110,3800.0,1286.0,220.0
17408,Barra da Tijuca,4,2,1,141,9000.0,1452.0,687.0
17410,Leme,3,1,2,200,12000.0,1800.0,530.0
17411,Ipanema,2,0,0,70,3500.0,300.0,0.0
17414,Lagoa,4,3,1,200,7000.0,2000.0,586.0
17415,Botafogo,2,1,1,78,5500.0,800.0,149.0
17416,Pechincha,2,0,0,60,800.0,240.0,0.0
17418,Barra da Tijuca,3,2,1,110,4500.0,2600.0,600.0
17421,Tijuca,2,0,0,60,900.0,456.0,20.0
17423,Botafogo,1,0,0,35,1700.0,620.0,25.0
17425,Freguesia (Jacarepaguá),3,1,1,82,1800.0,984.0,116.0
17426,Copacabana,1,0,0,36,1800.0,605.0,68.0
17427,Freguesia (Jacarepaguá),3,2,2,118,2900.0,1283.0,214.0
17428,Barra da Tijuca,2,1,0,60,1400.0,750.0,112.0
17429,Tijuca,3,2,0,108,2000.0,1000.0,0.0
17430,Laranjeiras,3,0,0,120,3000.0,440.0,0.0
17433,Barra da Tijuca,2,2,1,100,3000.0,1400.0,0.0
17435,Bonsucesso,2,0,0,80,1500.0,440.0,0.0
17436,Maracanã,1,1,0,62,1500.0,688.0,53.0
17440,Barra da Tijuca,3,0,1,130,5800.0,1800.0,0.0
17442,Leme,2,1,0,84,2600.0,783.0,0.0
17444,Laranjeiras,2,1,0,75,2200.0,579.0,0.0
17448,Barra da Tijuca,2,1,2,95,3500.0,1390.0,2600.0
17449,Laranjeiras,3,0,0,130,2600.0,730.0,0.0
17454,Copacabana,3,0,2,130,8500.0,695.0,100.0
17458,Leblon,2,1,2,80,5500.0,1275.0,210.0
17460,Freguesia (Jacarepaguá),2,1,1,71,1800.0,650.0,100.0
17461,Barra da Tijuca,4,4,4,364,15000.0,6100.0,20300.0
17463,Méier,3,0,0,75,1000.0,210.0,15.0
17464,Recreio dos Bandeirantes,3,2,1,100,2500.0,1200.0,100.0
17467,Barra da Tijuca,2,2,0,70,1900.0,1400.0,0.0
17468,Recreio dos Bandeirantes,3,4,1,218,3300.0,987.0,5160.0
17469,Copacabana,2,0,0,84,2300.0,1050.0,117.0
17470,Barra da Tijuca,2,1,1,77,2000.0,966.0,0.0
17471,Barra da Tijuca,1,1,0,60,2700.0,1580.0,350.0
17474,Ipanema,2,1,2,92,7500.0,3500.0,1000.0
17475,Lagoa,2,1,1,76,3500.0,750.0,207.0
17477,Recreio dos Bandeirantes,3,2,2,200,3000.0,815.0,3500.0
17478,Copacabana,3,2,1,350,14000.0,1542.0,402.0
17479,Península,4,2,2,137,5100.0,2060.0,281.0
17484,Freguesia (Jacarepaguá),2,1,1,84,1800.0,700.0,1080.0
17485,Copacabana,3,2,1,250,5500.0,1980.0,400.0
17487,Cachambi,1,1,0,64,900.0,600.0,0.0
17488,Lagoa,3,2,1,110,5500.0,1600.0,516.0
17490,Ipanema,3,1,1,140,7200.0,2900.0,863.0
17492,Recreio dos Bandeirantes,4,0,2,380,4000.0,1100.0,0.0
17493,Copacabana,2,0,0,72,2000.0,725.0,0.0
17494,Ipanema,4,2,1,175,13000.0,2717.0,1298.0
17499,Praça Seca,2,1,1,66,950.0,640.0,74.0
17500,Cachambi,2,0,0,60,900.0,130.0,14.0
17501,Copacabana,2,0,0,73,2500.0,730.0,0.0
17502,Tijuca,1,0,0,40,900.0,640.0,21.0
17508,Freguesia (Jacarepaguá),2,1,1,90,1500.0,300.0,82.0
17509,Barra da Tijuca,1,1,0,57,1200.0,1512.0,280.0
17510,Flamengo,3,2,1,170,6000.0,1450.0,563.0
17511,Urca,1,0,0,45,1700.0,250.0,75.0
17512,Barra da Tijuca,3,2,1,220,6000.0,3300.0,650.0
17516,Leblon,3,2,1,180,9500.0,2800.0,612.0
17518,Urca,2,1,2,92,3500.0,552.0,200.0
17520,Recreio dos Bandeirantes,3,1,0,81,1700.0,639.0,198.0
17524,Copacabana,1,1,0,69,2700.0,836.0,166.0
17525,Lagoa,2,1,1,100,2900.0,1449.0,420.0
17527,Barra da Tijuca,3,2,3,160,4500.0,1500.0,180.0
17531,Tijuca,2,0,0,80,1400.0,850.0,0.0
17534,Barra da Tijuca,4,3,2,160,5799.0,2300.0,330.0
17535,Leblon,2,2,2,140,6000.0,1800.0,420.0
17536,Copacabana,1,0,0,45,1700.0,505.0,67.0
17544,Copacabana,3,0,2,120,6000.0,977.0,234.0
17546,Barra da Tijuca,2,2,1,105,6000.0,2450.0,2070.0
17547,Botafogo,3,2,1,157,4400.0,1950.0,360.0
17548,Barra da Tijuca,2,1,1,82,2300.0,1260.0,265.0
17550,Jacarepaguá,2,1,0,64,2100.0,650.0,416.0
17551,Bangu,2,1,0,56,1000.0,370.0,0.0
17552,Andaraí,3,2,1,103,1700.0,640.0,0.0
17554,Copacabana,1,0,0,24,1400.0,475.0,53.0
17555,Barra da Tijuca,5,3,4,260,10900.0,3000.0,550.0
17556,Maracanã,2,0,0,62,1300.0,450.0,46.0
17560,Freguesia (Jacarepaguá),2,1,0,62,900.0,575.0,14.0
17561,Praça Seca,2,0,0,70,700.0,116.0,0.0
17562,Leblon,3,1,0,110,4200.0,1100.0,0.0
17563,Leme,1,0,0,40,1200.0,700.0,633.0
17564,Campo Grande,2,1,0,60,600.0,194.0,0.0
17565,Barra da Tijuca,3,1,1,120,3250.0,1650.0,0.0
17566,Recreio dos Bandeirantes,3,3,1,180,2000.0,1367.0,0.0
17567,Santa Teresa,2,1,0,80,1800.0,450.0,220.0
17568,Copacabana,2,2,1,78,3680.0,841.0,0.0
17569,Copacabana,3,1,0,177,2100.0,1856.0,0.0
17570,Copacabana,2,0,0,66,2500.0,911.0,0.0
17572,Jacarepaguá,3,1,1,68,1300.0,617.0,0.0
17573,Ipanema,2,1,0,70,2900.0,1060.0,202.0
17574,Laranjeiras,4,1,1,170,5800.0,1700.0,2500.0
17576,Del Castilho,2,1,0,54,1800.0,432.0,0.0
17577,Copacabana,1,0,1,40,1700.0,510.0,23.0
17580,Barra da Tijuca,1,1,1,72,1800.0,920.0,198.0
17581,Ipanema,1,0,1,39,7000.0,460.0,1024.0
17586,Tijuca,2,1,1,120,1600.0,874.0,190.0
17587,Leblon,1,1,1,57,4300.0,1631.0,304.0
17588,Campo Grande,2,1,0,45,600.0,220.0,0.0
17591,Flamengo,2,1,0,63,2000.0,805.0,91.0
17596,Vila Isabel,1,1,0,66,1200.0,750.0,20.0
17597,Penha,3,0,0,88,1100.0,130.0,0.0
17598,Barra da Tijuca,2,1,1,65,2400.0,860.0,140.0
17599,Copacabana,4,1,0,250,4500.0,2100.0,0.0
17602,Pechincha,2,1,1,65,1700.0,650.0,590.0
17603,Camorim,2,1,1,65,1200.0,630.0,0.0
17607,Ipanema,3,2,1,150,6300.0,2200.0,387.0
17608,Barra da Tijuca,2,1,1,91,4000.0,3435.0,545.0
17609,Lagoa,3,2,1,120,3500.0,1440.0,426.0
17610,Copacabana,2,0,0,90,2550.0,670.0,130.0
17614,Laranjeiras,2,0,0,60,2400.0,150.0,120.0
17615,Irajá,2,1,0,58,1100.0,245.0,0.0
17616,Barra da Tijuca,1,1,0,82,1700.0,2114.0,0.0
17617,Ipanema,2,2,0,110,4200.0,1500.0,250.0
17618,Barra da Tijuca,2,1,2,77,1000.0,1104.0,72.0
17621,Vila Isabel,2,1,0,68,1400.0,550.0,50.0
17624,Recreio dos Bandeirantes,3,2,1,103,3500.0,1000.0,200.0
17625,Barra da Tijuca,1,1,0,70,2000.0,1550.0,350.0
17626,Méier,2,0,0,45,1000.0,500.0,0.0
17627,Centro,1,0,1,39,1650.0,580.0,51.0
17632,Tijuca,2,0,0,90,1700.0,530.0,0.0
17633,Recreio dos Bandeirantes,2,2,1,90,1500.0,826.0,85.0
17634,Catete,2,0,0,70,2100.0,565.0,99.0
17637,Leme,4,0,1,185,1800.0,2000.0,270.0
17641,Tijuca,2,1,0,70,2300.0,840.0,0.0
17642,Barra da Tijuca,3,2,2,150,6700.0,2100.0,570.0
17643,Copacabana,3,0,0,106,2800.0,1052.0,170.0
17644,Recreio dos Bandeirantes,3,2,1,95,1950.0,680.0,190.0
17647,Copacabana,3,2,2,200,7000.0,2600.0,480.0
17648,Botafogo,3,0,0,100,2300.0,670.0,127.0
17651,Lagoa,2,2,1,100,3500.0,750.0,0.0
17652,Leblon,3,4,3,470,30000.0,6700.0,1300.0
17653,Flamengo,1,0,0,30,1350.0,250.0,40.0
17655,Leblon,1,1,0,55,3000.0,728.0,183.0
17656,Freguesia (Jacarepaguá),3,2,0,148,1400.0,1060.0,1585.0
17658,Leblon,3,2,3,180,8000.0,3000.0,900.0
17659,Rio Comprido,2,1,1,55,1200.0,716.0,0.0
17660,Jacarepaguá,3,1,1,65,1800.0,785.0,79.0
17662,Barra da Tijuca,3,2,1,113,3200.0,1500.0,0.0
17663,Barra da Tijuca,3,1,1,109,2800.0,1516.0,1819.0
17665,Copacabana,2,1,2,75,6490.0,1800.0,200.0
17668,Leblon,2,1,1,80,12800.0,700.0,240.0
17672,Recreio dos Bandeirantes,3,1,1,166,3000.0,950.0,201.0
17674,Lagoa,3,2,1,160,8500.0,2243.0,461.0
17678,Leblon,4,2,1,280,17000.0,5000.0,12000.0
17679,Barra da Tijuca,4,3,4,237,8100.0,3500.0,400.0
17680,Copacabana,3,1,0,95,2900.0,1200.0,160.0
17685,Barra da Tijuca,3,2,1,134,10000.0,2600.0,600.0
17688,Copacabana,3,0,1,110,3000.0,1400.0,0.0
17690,Recreio dos Bandeirantes,2,1,1,75,1800.0,750.0,120.0
17691,Copacabana,3,0,0,195,5000.0,1540.0,231.0
17694,Campo Grande,2,0,0,41,950.0,345.0,0.0
17697,Barra da Tijuca,1,1,0,50,2000.0,1130.0,0.0
17698,Tijuca,2,1,0,64,1150.0,695.0,60.0
17701,Barra da Tijuca,3,2,2,250,6000.0,1230.0,0.0
17703,Copacabana,2,0,0,65,2200.0,350.0,20.0
17704,Laranjeiras,2,1,0,66,2100.0,900.0,93.0
17706,Recreio dos Bandeirantes,2,1,1,75,1950.0,900.0,0.0
17708,Ipanema,3,2,1,130,6500.0,1350.0,576.0
17711,Barra da Tijuca,3,2,1,117,4500.0,990.0,684.0
17712,Ipanema,3,3,2,270,18000.0,2100.0,900.0
17715,Copacabana,2,1,0,70,2500.0,946.0,125.0
17717,Grajaú,2,0,0,47,1150.0,454.0,0.0
17719,Praça da Bandeira,1,0,0,30,900.0,310.0,0.0
17722,Botafogo,3,1,3,108,6000.0,1380.0,364.0
17724,Recreio dos Bandeirantes,3,2,1,126,2500.0,600.0,130.0
17725,Barra da Tijuca,3,0,1,80,3500.0,500.0,13.0
17727,Barra da Tijuca,4,3,4,262,18000.0,1850.0,9000.0
17728,Campo Grande,1,0,0,65,650.0,110.0,0.0
17729,Ipanema,4,2,3,250,20500.0,2536.0,0.0
17730,Recreio dos Bandeirantes,3,2,1,110,2300.0,755.0,0.0
17731,Ipanema,3,1,1,120,5200.0,1700.0,171.0
17733,Copacabana,1,0,0,27,1200.0,300.0,0.0
17734,Barra da Tijuca,4,0,3,276,6500.0,1700.0,800.0
17737,Barra da Tijuca,2,1,1,63,2100.0,1400.0,110.0
17738,Leblon,2,2,1,94,7500.0,1211.0,0.0
17741,Todos os Santos,3,1,0,60,1400.0,280.0,35.0
17744,Taquara,2,1,0,52,900.0,526.0,38.0
17745,Tijuca,3,1,1,90,2200.0,716.0,0.0
17746,Barra da Tijuca,1,1,0,62,3000.0,1300.0,0.0
17747,Copacabana,2,1,1,84,3800.0,737.0,0.0
17748,São Conrado,4,3,3,285,12000.0,2800.0,0.0
17749,Barra da Tijuca,2,1,1,65,1500.0,944.0,112.0
17750,Freguesia (Jacarepaguá),3,2,1,116,2200.0,1100.0,150.0
17752,Barra da Tijuca,2,2,1,117,6000.0,2100.0,730.0
17756,Barra da Tijuca,3,2,3,105,3000.0,1500.0,280.0
17763,Urca,1,0,0,45,2300.0,330.0,75.0
17767,Copacabana,3,1,1,90,2800.0,930.0,80.0
17769,Barra da Tijuca,4,4,2,400,13000.0,1800.0,1500.0
17770,Barra da Tijuca,3,2,2,127,3250.0,1400.0,413.0
17771,Barra da Tijuca,4,4,4,235,12700.0,4400.0,1442.0
17772,Pechincha,2,1,1,75,1600.0,630.0,0.0
17773,Barra da Tijuca,2,1,2,86,2600.0,1200.0,250.0
17774,Botafogo,2,0,1,122,3000.0,732.0,0.0
17775,Ipanema,3,1,1,80,3900.0,1368.0,1136.0
17780,Tijuca,2,1,1,70,2100.0,7409.0,0.0
17781,Barra da Tijuca,2,1,0,70,1600.0,752.0,100.0
17784,Quintino Bocaiúva,3,1,0,54,1200.0,393.0,0.0
17785,Barra da Tijuca,1,1,0,52,2000.0,1966.0,450.0
17786,Ipanema,3,1,0,120,4100.0,1100.0,217.0
17788,Copacabana,2,0,0,80,4300.0,800.0,0.0
17790,Campo Grande,2,1,0,45,900.0,305.0,0.0
17791,Copacabana,3,1,1,228,3800.0,1800.0,420.0
17792,Riachuelo,2,0,0,73,900.0,350.0,17.0
17794,Barra da Tijuca,2,1,1,75,2500.0,750.0,150.0
17795,Leblon,3,1,0,95,4500.0,1159.0,249.0
17800,Tomás Coelho,2,1,0,48,800.0,223.0,0.0
17801,Vila Isabel,3,0,0,96,1400.0,713.0,0.0
17804,Leblon,4,3,1,1180,8000.0,1500.0,565.0
17805,Barra da Tijuca,1,1,0,55,3000.0,1238.0,0.0
17806,Botafogo,3,1,2,108,5950.0,1400.0,289.0
17810,Laranjeiras,2,0,0,50,1400.0,410.0,29.0
17811,Copacabana,2,0,0,74,3000.0,660.0,162.0
17812,Flamengo,2,1,0,77,2200.0,966.0,75.0
17813,Leblon,3,1,1,155,7300.0,2650.0,450.0
17815,Sampaio,2,1,0,76,1100.0,650.0,13.0
17817,Barra da Tijuca,3,3,3,206,8000.0,3000.0,0.0
17820,Barra da Tijuca,3,2,1,110,3200.0,1311.0,271.0
17823,Vista Alegre,2,1,0,77,1300.0,170.0,0.0
17824,Copacabana,2,2,1,90,6000.0,1160.0,260.0
17825,Lagoa,4,3,4,190,24900.0,3710.0,0.0
17828,Barra da Tijuca,1,1,0,55,1500.0,2092.0,400.0
17830,Barra da Tijuca,4,3,4,281,15000.0,5000.0,1300.0
17831,Méier,1,1,0,87,1100.0,411.0,0.0
17832,Leblon,5,5,5,900,30000.0,1500.0,2600.0
17833,Ipanema,3,1,1,152,7400.0,1890.0,706.0
17834,Botafogo,3,1,1,108,2500.0,1200.0,0.0
17835,Méier,2,1,0,65,1000.0,300.0,13.0
17837,Copacabana,3,1,1,171,7000.0,1317.0,364.0
17838,Barra da Tijuca,4,3,3,550,24000.0,8000.0,2000.0
17839,Recreio dos Bandeirantes,3,2,3,192,7500.0,960.0,2700.0
17840,Barra da Tijuca,4,0,4,206,6500.0,3000.0,0.0
17841,Recreio dos Bandeirantes,2,2,1,85,1400.0,940.0,0.0
17843,Grajaú,1,1,0,50,1100.0,500.0,0.0
17845,Flamengo,2,0,0,93,4000.0,550.0,1500.0
17846,Recreio dos Bandeirantes,4,3,4,380,7500.0,1000.0,900.0
17847,Ipanema,3,3,3,188,14000.0,3800.0,900.0
17848,Leblon,2,0,0,86,4300.0,250.0,0.0
17852,Recreio dos Bandeirantes,3,2,3,195,3950.0,1000.0,450.0
17853,Santa Teresa,4,0,0,160,3000.0,200.0,85.0
17855,Leblon,3,1,1,100,4500.0,1380.0,380.0
17856,Freguesia (Jacarepaguá),2,1,1,92,1400.0,921.0,0.0
17857,Flamengo,4,1,1,240,8800.0,1700.0,0.0
17858,Flamengo,3,1,0,100,3650.0,1000.0,134.0
17859,Barra da Tijuca,4,3,4,288,10000.0,3800.0,0.0
17861,Freguesia (Jacarepaguá),2,0,1,77,1300.0,650.0,76.0
17862,Leblon,2,1,0,70,4200.0,1100.0,200.0
17864,Centro,1,0,0,40,1100.0,707.0,70.0
17872,Copacabana,1,1,0,55,4000.0,1200.0,0.0
17875,Praça Seca,2,1,0,74,700.0,250.0,13.0
