Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Barra da Tijuca;3;2;1;79;1500.0;1200.0;220.0
Copacabana;3;1;0;90;2200.0;1352.0;130.0
Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0
Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0
Tijuca;3;0;0;130;2760.0;250.0;23.0
Copacabana;3;0;0;108;2500.0;1815.0;268.0
Olaria;3;1;1;80;1000.0;678.0;30.0
Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0
Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0
Engenho Novo;3;1;0;98;1100.0;800.0;100.0
Tijuca;3;0;0;110;2100.0;820.0;110.0
Vila da Penha;3;1;1;90;1700.0;780.0;0.0
Tijuca;3;2;1;110;2700.0;975.0;171.0
Tijuca;3;1;1;90;2100.0;850.0;125.0
Maracanã;3;1;1;81;1750.0;597.0;89.0
Vista Alegre;3;1;0;71;1200.0;140.0;0.0
Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0
Tijuca;3;1;1;93;2300.0;1089.0;122.0
Vila Isabel;3;2;0;142;2500.0;1428.0;0.0
Irajá;3;2;1;98;1900.0;400.0;0.0
Tijuca;3;1;0;100;2000.0;550.0;120.0
Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0
Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0
Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0
Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0
Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0
Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0
Tijuca;3;2;1;84;2350.0;950.0;890.0
Recreio dos Bandeirantes;4;2;1;160;1900.0;1038.0;158.0
Freguesia (Jacarepaguá);5;3;2;261;2500.0;2045.0;444.0
Copacabana;3;0;0;130;2800.0;1250.0;315.0
Flamengo;3;0;0;121;2200.0;1249.0;0.0
Laranjeiras;3;0;0;83;2300.0;886.0;131.0
Curicica;3;1;1;82;1600.0;610.0;850.0
Vila Valqueire;3;1;1;107;1700.0;300.0;853.0
Barra da Tijuca;3;2;1;140;2400.0;1600.0;4500.0
Tijuca;3;1;0;115;2400.0;524.0;110.0
Botafogo;3;1;0;105;2500.0;1084.0;207.0
Recreio dos Bandeirantes;3;2;1;140;2900.0;570.0;0.0
Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0
Recreio dos Bandeirantes;3;1;1;74;1550.0;1034.0;80.0
Méier;3;1;1;85;1700.0;900.0;1350.0
Camorim;3;2;1;161;1500.0;900.0;2700.0
Tijuca;3;0;1;85;1500.0;763.0;137.0
Taquara;3;1;3;82;1600.0;700.0;95.0
Recreio dos Bandeirantes;3;2;1;90;2600.0;540.0;140.0
Santa Teresa;3;0;0;96;2600.0;448.0;0.0
Recreio dos Bandeirantes;3;3;2;195;2800.0;750.0;450.0
Tijuca;3;1;0;100;2000.0;800.0;0.0
Recreio dos Bandeirantes;3;1;1;100;2900.0;754.0;0.0
Pechincha;3;1;1;90;1150.0;837.0;116.0
Jardim Guanabara;3;2;1;120;2250.0;451.0;254.0
Barra da Tijuca;3;1;1;85;1800.0;1200.0;0.0
Realengo;3;1;1;100;1400.0;605.0;0.0
Freguesia (Jacarepaguá);3;2;1;120;1990.0;980.0;153.0
Vila Isabel;3;2;0;95;1600.0;700.0;0.0
Maracanã;3;1;0;81;1750.0;597.0;94.0
Botafogo;3;1;0;105;2800.0;1060.0;101.0
Copacabana;3;1;0;100;2300.0;1451.0;248.0
Tijuca;3;0;0;80;1300.0;400.0;172.0
Barra da Tijuca;3;1;1;110;2800.0;2685.0;731.0
São Cristóvão;3;1;1;95;2500.0;1000.0;98.0
Copacabana;3;1;0;171;2600.0;1700.0;385.0
Copacabana;3;0;0;90;2000.0;1700.0;1919.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;790.0;173.0
São Francisco Xavier;3;0;0;77;1400.0;550.0;50.0
Maracanã;3;0;0;90;2000.0;750.0;0.0
Tijuca;3;1;1;84;2350.0;900.0;0.0
Tijuca;3;1;1;110;1600.0;900.0;1474.0
Campo Grande;3;1;0;80;1300.0;700.0;0.0
Grajaú;4;1;1;124;2500.0;1045.0;0.0
Recreio dos Bandeirantes;3;2;1;172;2300.0;1600.0;450.0
Tijuca;3;0;0;90;1800.0;400.0;70.0
Tijuca;3;1;1;120;2000.0;1000.0;140.0
Recreio dos Bandeirantes;3;1;1;90;2300.0;1000.0;195.0
Flamengo;3;1;0;100;2900.0;700.0;147.0
Recreio dos Bandeirantes;3;2;1;190;2000.0;1400.0;0.0
Tijuca;3;0;0;125;1800.0;630.0;147.0
Maracanã;3;1;0;122;2500.0;950.0;0.0
Recreio dos Bandeirantes;3;2;1;87;1600.0;521.0;0.0
Jacarepaguá;3;1;1;82;2600.0;757.0;85.0
Tijuca;3;0;0;80;1300.0;748.0;75.0
Santa Teresa;3;0;1;100;2250.0;420.0;50.0
Recreio dos Bandeirantes;3;2;1;95;1900.0;583.0;197.0
São Francisco Xavier;3;0;1;73;1500.0;300.0;0.0
Recreio dos Bandeirantes;3;2;1;101;2800.0;950.0;120.0
Camorim;3;1;1;75;1700.0;600.0;80.0
Jacarepaguá;3;1;1;100;2400.0;1400.0;0.0
Grajaú;3;2;1;99;2300.0;820.0;0.0
Tijuca;3;1;1;149;2500.0;1100.0;0.0
Freguesia (Jacarepaguá);3;1;1;96;2000.0;610.0;115.0
Rio Comprido;3;1;0;110;2000.0;500.0;0.0
Tijuca;3;1;0;100;2300.0;766.0;0.0
Recreio dos Bandeirantes;4;2;3;122;2391.0;1200.0;0.0
Riachuelo;3;1;1;89;1450.0;404.0;150.0
Ramos;3;0;0;80;1100.0;350.0;0.0
Copacabana;3;0;0;94;2150.0;1200.0;227.0
Laranjeiras;3;0;0;115;2600.0;750.0;193.0
Freguesia (Jacarepaguá);3;1;1;105;2100.0;700.0;155.0
Rio Comprido;3;1;0;92;1600.0;380.0;68.0
Humaitá;3;0;1;100;2800.0;1560.0;105.0
Anil;3;2;1;76;1600.0;700.0;14.0
Jardim Botânico;3;0;1;89;2200.0;1250.0;160.0
Freguesia (Jacarepaguá);3;1;1;72;1800.0;680.0;114.0
Barra da Tijuca;3;2;1;86;2800.0;1365.0;231.0
Maracanã;3;2;1;140;2200.0;1200.0;0.0
Vila Isabel;3;0;0;90;1700.0;400.0;0.0
Recreio dos Bandeirantes;4;3;2;190;2200.0;1547.0;290.0
Vila Isabel;3;1;0;98;1800.0;350.0;78.0
Tijuca;3;0;1;100;1400.0;400.0;0.0
Rocha;3;1;0;79;1400.0;560.0;0.0
Recreio dos Bandeirantes;3;2;1;106;2100.0;383.0;160.0
Lagoa;3;1;1;100;2900.0;480.0;200.0
Gávea;3;0;1;120;2700.0;880.0;238.0
Recreio dos Bandeirantes;3;2;1;75;2000.0;460.0;0.0
Freguesia (Jacarepaguá);3;1;1;93;2000.0;781.0;132.0
Tijuca;4;2;1;188;2000.0;2000.0;309.0
Jardim Guanabara;3;1;2;110;2700.0;500.0;0.0
Freguesia (Jacarepaguá);3;2;1;132;1800.0;1100.0;634.0
Madureira;3;1;1;90;1200.0;500.0;60.0
Recreio dos Bandeirantes;3;2;1;120;2000.0;365.0;167.0
Recreio dos Bandeirantes;3;1;1;84;2300.0;1000.0;175.0
Recreio dos Bandeirantes;3;2;1;177;1600.0;1290.0;350.0
Madureira;3;1;0;82;1100.0;550.0;28.0
Recreio dos Bandeirantes;3;2;2;125;2350.0;900.0;199.0
Madureira;3;2;0;121;1700.0;613.0;0.0
Freguesia (Jacarepaguá);3;2;1;89;2100.0;1000.0;250.0
Laranjeiras;3;0;0;90;2600.0;672.0;96.0
Tijuca;3;2;1;132;2200.0;1100.0;0.0
Icaraí;3;2;1;156;2950.0;1450.0;0.0
Ilha do Governador;3;1;1;115;2300.0;650.0;0.0
Andaraí;3;1;1;74;1900.0;450.0;0.0
Recreio dos Bandeirantes;3;2;1;110;2200.0;900.0;220.0
Vila Isabel;3;0;0;82;1500.0;410.0;83.0
Recreio dos Bandeirantes;3;2;1;159;2500.0;1338.0;3166.0
Tijuca;3;1;0;80;1500.0;450.0;0.0
Vicente de Carvalho;3;1;1;74;1800.0;505.0;64.0
Barra da Tijuca;3;2;1;74;2800.0;622.0;64.0
Recreio dos Bandeirantes;3;1;1;92;2700.0;870.0;188.0
Recreio dos Bandeirantes;3;2;1;122;2500.0;462.0;0.0
Tijuca;3;1;0;92;1900.0;655.0;0.0
Tijuca;3;1;1;95;2300.0;1400.0;118.0
Barra da Tijuca;3;1;1;107;2100.0;1258.0;144.0
Cosme Velho;3;1;1;130;2600.0;1034.0;240.0
Méier;3;1;1;120;2000.0;796.0;172.0
Jardim Guanabara;3;3;1;140;2300.0;800.0;0.0
Copacabana;4;1;0;180;2000.0;1924.0;423.0
Tijuca;3;1;1;90;2500.0;1350.0;0.0
Recreio dos Bandeirantes;3;1;1;106;1700.0;650.0;2057.0
Tijuca;3;1;1;100;2300.0;690.0;0.0
Tijuca;3;1;0;90;2500.0;790.0;96.0
Recreio dos Bandeirantes;3;2;2;88;1800.0;900.0;195.0
Santa Teresa;3;0;0;110;1800.0;886.0;70.0
Recreio dos Bandeirantes;3;2;1;110;2400.0;810.0;221.0
Tijuca;3;0;0;122;1500.0;695.0;172.0
Recreio dos Bandeirantes;3;1;1;110;2500.0;693.0;1.0
Recreio dos Bandeirantes;3;2;1;83;1600.0;845.0;157.0
Freguesia (Jacarepaguá);3;3;2;230;2500.0;1888.0;4400.0
Tijuca;3;1;1;80;2200.0;700.0;200.0
Tijuca;3;1;1;80;1900.0;982.0;113.0
Riachuelo;3;0;0;99;980.0;425.0;13.0
Barra da Tijuca;3;2;1;106;2250.0;1772.0;2520.0
Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0
Recreio dos Bandeirantes;3;1;1;92;2000.0;675.0;1100.0
Recreio dos Bandeirantes;3;2;1;144;2791.0;1582.0;2580.0
Grajaú;3;1;1;125;1900.0;1000.0;190.0
Barra da Tijuca;3;1;1;80;2800.0;1350.0;189.0
Gávea;3;0;1;115;2700.0;880.0;178.0
Laranjeiras;3;0;0;80;1800.0;980.0;103.0
Tijuca;3;1;1;145;2800.0;950.0;154.0
Tijuca;3;1;0;96;1750.0;950.0;118.0
Barra da Tijuca;3;1;1;82;2300.0;850.0;140.0
Barra da Tijuca;3;1;1;92;2800.0;1200.0;0.0
Méier;3;2;1;80;1600.0;1300.0;850.0
Recreio dos Bandeirantes;3;2;1;85;1200.0;860.0;0.0
Freguesia (Jacarepaguá);3;1;1;82;1800.0;984.0;116.0
Freguesia (Jacarepaguá);3;2;2;118;2900.0;1283.0;214.0
Tijuca;3;2;0;108;2000.0;1000.0;0.0
Laranjeiras;3;0;0;130;2600.0;730.0;0.0
Méier;3;0;0;75;1000.0;210.0;15.0
Recreio dos Bandeirantes;3;2;1;100;2500.0;1200.0;100.0
Recreio dos Bandeirantes;3;1;0;81;1700.0;639.0;198.0
Andaraí;3;2;1;103;1700.0;640.0;0.0
Recreio dos Bandeirantes;3;3;1;180;2000.0;1367.0;0.0
Copacabana;3;1;0;177;2100.0;1856.0;0.0
Penha;3;0;0;88;1100.0;130.0;0.0
Leme;4;0;1;185;1800.0;2000.0;270.0
Copacabana;3;0;0;106;2800.0;1052.0;170.0
Recreio dos Bandeirantes;3;2;1;95;1950.0;680.0;190.0
Botafogo;3;0;0;100;2300.0;670.0;127.0
Freguesia (Jacarepaguá);3;2;0;148;1400.0;1060.0;1585.0
Barra da Tijuca;3;1;1;109;2800.0;1516.0;1819.0
Copacabana;3;1;0;95;2900.0;1200.0;160.0
Recreio dos Bandeirantes;3;2;1;126;2500.0;600.0;130.0
Recreio dos Bandeirantes;3;2;1;110;2300.0;755.0;0.0
Tijuca;3;1;1;90;2200.0;716.0;0.0
Freguesia (Jacarepaguá);3;2;1;116;2200.0;1100.0;150.0
Copacabana;3;1;1;90;2800.0;930.0;80.0
Vila Isabel;3;0;0;96;1400.0;713.0;0.0
Botafogo;3;1;1;108;2500.0;1200.0;0.0
Tijuca;3;1;0;80;2600.0;800.0;0.0
Maracanã;3;0;0;95;2200.0;400.0;93.0
Méier;3;2;1;108;1900.0;830.0;0.0
Jacarepaguá;3;1;1;72;2200.0;600.0;70.0
Tanque;3;1;1;73;1300.0;784.0;84.0
Recreio dos Bandeirantes;3;1;1;115;1500.0;780.0;270.0
Zumbi;3;0;0;90;2700.0;1600.0;172.0
Jacarepaguá;3;2;1;83;2000.0;992.0;965.0
Jacarepaguá;3;1;1;98;2300.0;810.0;130.0
Freguesia (Jacarepaguá);3;1;1;90;1800.0;680.0;0.0
Andaraí;3;2;0;80;1797.0;651.0;70.0
Freguesia (Jacarepaguá);3;2;1;132;2700.0;1140.0;208.0
Engenho Novo;3;0;0;95;900.0;250.0;15.0
Recreio dos Bandeirantes;3;2;1;194;2400.0;2200.0;339.0
Tijuca;4;2;1;188;2000.0;2000.0;3090.0
Cascadura;3;1;0;120;1200.0;200.0;55.0
Bonsucesso;3;0;0;95;1200.0;550.0;0.0
Tijuca;3;2;1;150;2800.0;1400.0;222.0
Recreio dos Bandeirantes;3;2;1;120;2200.0;1003.0;0.0
Freguesia (Jacarepaguá);3;2;2;132;2500.0;984.0;2233.0
Tijuca;3;1;0;90;2300.0;747.0;0.0
Barra da Tijuca;3;2;1;125;2600.0;1605.0;341.0
Pechincha;3;1;0;153;2200.0;1100.0;1953.0
Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0
Freguesia (Jacarepaguá);3;1;1;78;1800.0;680.0;125.0
Maracanã;3;2;1;110;1350.0;1286.0;0.0
Pechincha;3;1;1;85;1000.0;982.0;1100.0
Recreio dos Bandeirantes;4;2;2;118;2900.0;1000.0;200.0
Tijuca;3;0;0;80;1800.0;760.0;119.0
Tanque;3;1;1;93;1300.0;866.0;0.0
Alto da Boa Vista;3;1;1;190;1850.0;1375.0;190.0
Barra da Tijuca;3;2;1;100;2800.0;1485.0;2600.0
Barra da Tijuca;3;1;1;94;2100.0;1300.0;118.0
Recreio dos Bandeirantes;3;3;0;130;2800.0;890.0;280.0
Tijuca;3;1;0;120;1400.0;699.0;150.0
Recreio dos Bandeirantes;3;2;2;120;2400.0;1159.0;250.0
Recreio dos Bandeirantes;3;2;1;110;1500.0;947.0;240.0
Grajaú;3;0;0;78;1200.0;690.0;0.0
Recreio dos Bandeirantes;4;2;1;160;1900.0;930.0;150.0
Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000.0;139.0
Freguesia (Jacarepaguá);3;2;1;132;2200.0;1150.0;126.0
Barra da Tijuca;3;2;1;150;2500.0;1500.0;398.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Barra da Tijuca;3;2;1;76;1300.0;876.0;0.0
Madureira;3;0;0;90;1350.0;95.0;0.0
Recreio dos Bandeirantes;3;2;1;95;1600.0;600.0;1700.0
Recreio dos Bandeirantes;3;1;1;82;1890.0;680.0;142.0
Tijuca;3;0;0;92;1500.0;645.0;85.0
Tijuca;4;2;2;182;2500.0;1620.0;297.0
Recreio dos Bandeirantes;3;1;1;90;1800.0;853.0;145.0
Engenho de Dentro;3;1;1;76;1100.0;617.0;135.0
Copacabana;3;1;0;114;2500.0;1515.0;287.0
Copacabana;3;1;1;100;2900.0;1100.0;215.0
Laranjeiras;3;1;1;105;2500.0;1156.0;216.0
Recreio dos Bandeirantes;3;3;1;120;2950.0;833.0;2738.0
Vaz Lobo;3;1;1;140;1200.0;400.0;0.0
Santa Teresa;3;0;0;100;2100.0;370.0;150.0
Barra da Tijuca;3;2;2;98;2900.0;1388.0;184.0
Grajaú;3;0;1;100;1700.0;275.0;0.0
Tijuca;4;2;1;150;2500.0;1300.0;315.0
Recreio dos Bandeirantes;3;2;3;180;2800.0;950.0;419.0
Tijuca;3;1;0;90;2000.0;620.0;56.0
Recreio dos Bandeirantes;3;2;3;90;1950.0;660.0;0.0
Recreio dos Bandeirantes;3;1;2;90;1100.0;1100.0;0.0
Tijuca;3;1;1;90;2000.0;887.0;123.0
Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0
Méier;3;1;0;73;1700.0;894.0;20.0
Tijuca;3;2;1;118;2400.0;970.0;0.0
Recreio dos Bandeirantes;4;2;2;120;2100.0;1200.0;238.0
Barra da Tijuca;3;1;1;75;2200.0;825.0;93.0
Copacabana;3;0;0;147;2700.0;925.0;284.0
Campo Grande;3;1;1;120;1600.0;860.0;0.0
Recreio dos Bandeirantes;3;3;2;200;2700.0;1692.0;0.0
Tijuca;3;2;0;82;2600.0;780.0;0.0
Recreio dos Bandeirantes;3;2;1;106;2100.0;405.0;0.0
Vila Isabel;3;0;0;72;1900.0;320.0;67.0
Recreio dos Bandeirantes;3;2;1;113;2400.0;522.0;2706.0
Tijuca;3;1;1;108;1800.0;700.0;144.0
Freguesia (Jacarepaguá);3;2;1;110;2350.0;962.0;145.0
Tijuca;3;0;0;100;2600.0;620.0;130.0
Barra da Tijuca;4;2;1;140;2700.0;2300.0;0.0
Recreio dos Bandeirantes;3;1;1;80;2200.0;830.0;82.0
Grajaú;3;2;1;135;2000.0;850.0;150.0
Humaitá;3;2;1;167;2900.0;2300.0;390.0
Méier;3;1;0;90;1700.0;880.0;100.0
Recreio dos Bandeirantes;3;2;1;87;1700.0;577.0;157.0
Copacabana;3;0;0;120;2500.0;600.0;0.0
Recreio dos Bandeirantes;3;3;1;90;2000.0;484.0;179.0
Alto da Boa Vista;3;1;1;130;1600.0;720.0;128.0
Recreio dos Bandeirantes;3;2;1;95;1700.0;512.0;130.0
Barra da Tijuca;3;2;1;115;2800.0;1800.0;250.0
Freguesia (Jacarepaguá);3;1;1;85;2000.0;700.0;0.0
Barra da Tijuca;3;1;1;78;1950.0;595.0;119.0
Tijuca;3;1;1;125;2200.0;1092.0;148.0
Méier;3;0;0;80;1500.0;300.0;17.0
Vila Isabel;3;2;1;90;1600.0;1106.0;105.0
Recreio dos Bandeirantes;3;2;1;110;2400.0;600.0;250.0
Tijuca;3;0;1;104;1800.0;750.0;150.0
Tijuca;3;0;0;100;1800.0;200.0;0.0
Barra da Tijuca;3;1;1;82;1700.0;760.0;1520.0
Tijuca;3;1;1;76;2400.0;850.0;37.0
Jacarepaguá;3;2;2;93;1800.0;825.0;192.0
Freguesia (Jacarepaguá);3;1;0;90;1900.0;600.0;90.0
Copacabana;3;0;0;120;2500.0;1050.0;200.0
Recreio dos Bandeirantes;3;2;1;125;2499.0;730.0;0.0
Freguesia (Jacarepaguá);3;2;1;93;1650.0;850.0;100.0
Recreio dos Bandeirantes;3;2;0;114;2500.0;1058.0;0.0
Copacabana;3;3;0;90;2500.0;1200.0;100.0
Barra da Tijuca;3;1;1;83;2200.0;938.0;142.0
Pechincha;3;2;1;165;2300.0;1100.0;2000.0
Tijuca;3;0;0;78;1500.0;550.0;97.0
Recreio dos Bandeirantes;3;2;1;200;2900.0;1000.0;350.0
Irajá;3;4;1;183;2700.0;1280.0;0.0
Camorim;4;1;1;96;1350.0;747.0;0.0
Barra da Tijuca;3;1;1;92;2500.0;1400.0;0.0
Freguesia (Jacarepaguá);3;2;2;104;1980.0;722.0;172.0
Recreio dos Bandeirantes;3;0;0;97;2600.0;500.0;1450.0
Barra da Tijuca;3;1;1;80;1500.0;1050.0;220.0
Recreio dos Bandeirantes;3;2;1;93;1800.0;720.0;0.0
Copacabana;3;0;0;100;2500.0;998.0;238.0
Tijuca;3;2;1;82;2200.0;940.0;84.0
Tijuca;3;2;1;115;1800.0;700.0;177.0
Tijuca;3;1;1;122;2900.0;910.0;0.0
Maracanã;3;1;0;80;1800.0;700.0;76.0
Copacabana;3;0;0;100;2200.0;1200.0;25000.0
Todos os Santos;3;1;0;77;1300.0;511.0;0.0
Tijuca;3;1;1;88;2000.0;700.0;135.0
Rio Comprido;3;1;0;120;1700.0;700.0;83.0
Copacabana;3;0;1;110;2900.0;800.0;0.0
Copacabana;3;0;0;100;2500.0;1100.0;178.0
Recreio dos Bandeirantes;3;2;1;120;2100.0;998.0;0.0
Cidade Nova;3;2;0;75;1900.0;600.0;16.0
São Conrado;3;2;1;121;2000.0;1500.0;0.0
Jacarepaguá;3;1;1;91;2600.0;1259.0;108.0
Tijuca;3;0;0;85;1800.0;600.0;116.0
Barra da Tijuca;3;2;1;100;2300.0;1650.0;258.0
Usina;3;1;0;130;1900.0;700.0;118.0
Recreio dos Bandeirantes;4;2;2;153;2000.0;1534.0;387.0
Vila Isabel;3;1;0;80;1800.0;600.0;72.0
Flamengo;3;0;0;115;2700.0;728.0;223.0
Recreio dos Bandeirantes;3;2;1;88;2100.0;397.0;0.0
Recreio dos Bandeirantes;3;2;1;125;2300.0;700.0;0.0
Tijuca;3;1;0;110;1600.0;950.0;122.0
Recreio dos Bandeirantes;3;2;1;110;2000.0;766.0;291.0
Botafogo;3;2;1;108;2800.0;1155.0;261.0
Barra da Tijuca;3;2;1;175;2400.0;1600.0;450.0
Usina;3;1;1;130;1600.0;720.0;128.0
Flamengo;3;0;1;100;2500.0;782.0;0.0
Recreio dos Bandeirantes;3;2;3;140;2600.0;830.0;200.0
Copacabana;3;1;0;80;2500.0;895.0;209.0
Barra da Tijuca;4;3;4;148;1600.0;1766.0;0.0
Barra da Tijuca;3;1;1;115;2600.0;1700.0;0.0
Piedade;3;1;0;80;900.0;300.0;0.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Barra da Tijuca;3;1;1;80;1900.0;1015.0;179.0
Alto da Boa Vista;3;1;1;150;1000.0;1630.0;0.0
Tijuca;3;2;0;80;2260.0;800.0;0.0
Recreio dos Bandeirantes;3;4;1;293;2900.0;1340.0;0.0
Copacabana;3;1;1;120;2900.0;1120.0;207.0
Recreio dos Bandeirantes;3;1;2;110;1900.0;1200.0;210.0
Copacabana;3;1;1;130;2500.0;1818.0;0.0
Copacabana;3;1;0;122;2700.0;1500.0;187.0
Tijuca;3;1;1;83;2300.0;1244.0;191.0
Jacarepaguá;3;1;1;90;1200.0;400.0;60.0
Jacarepaguá;3;1;1;85;2100.0;735.0;65.0
Freguesia (Jacarepaguá);3;1;1;78;1800.0;850.0;121.0
Freguesia (Jacarepaguá);3;3;1;107;2250.0;1085.0;150.0
Recreio dos Bandeirantes;4;4;2;162;2000.0;1400.0;380.0
Tijuca;3;1;1;150;2400.0;966.0;0.0
Recreio dos Bandeirantes;3;1;1;90;1300.0;700.0;165.0
Vila da Penha;3;2;0;95;1400.0;320.0;0.0
Icaraí;3;1;1;169;1800.0;1000.0;300.0
Recreio dos Bandeirantes;3;2;1;82;1700.0;576.0;165.0
Humaitá;3;1;0;90;2200.0;990.0;180.0
Tijuca;3;1;1;120;2100.0;770.0;157.0
Barra da Tijuca;3;2;1;113;2700.0;1640.0;276.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;563.0;193.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Méier;3;1;1;100;1950.0;87.0;0.0
Tijuca;3;0;0;90;1650.0;1000.0;172.0
Tijuca;4;3;2;130;2600.0;1100.0;240.0
Copacabana;3;0;0;120;2800.0;1100.0;120.0
Recreio dos Bandeirantes;3;1;1;81;2200.0;790.0;0.0
Barra da Tijuca;3;2;3;145;2900.0;1800.0;350.0
Jardim Guanabara;3;1;1;100;2000.0;625.0;1380.0
Recreio dos Bandeirantes;3;2;1;98;1900.0;532.0;230.0
Glória;3;0;1;90;2800.0;610.0;117.0
Vigário Geral;3;0;0;80;800.0;260.0;0.0
Tijuca;3;1;1;99;1800.0;800.0;60.0
Recreio dos Bandeirantes;3;2;1;120;2500.0;600.0;244.0
Tijuca;3;1;0;90;1800.0;823.0;130.0
Laranjeiras;3;1;0;84;2500.0;761.0;153.0
Cachambi;3;1;1;74;1200.0;693.0;0.0
Freguesia (Jacarepaguá);3;2;2;180;2500.0;1096.0;187.0
Rio Comprido;3;0;0;160;2000.0;850.0;1200.0
Taquara;3;1;0;89;900.0;598.0;0.0
Recreio dos Bandeirantes;3;1;1;85;1500.0;750.0;0.0
Recreio dos Bandeirantes;3;2;2;155;2500.0;980.0;280.0
Recreio dos Bandeirantes;3;2;1;195;2800.0;1625.0;415.0
Tijuca;3;0;1;124;2800.0;925.0;0.0
Barra da Tijuca;3;2;3;128;2900.0;1625.0;350.0
Barra da Tijuca;3;2;1;105;2700.0;1520.0;3300.0
Tijuca;3;0;0;87;1800.0;600.0;127.0
Gávea;3;0;0;120;2700.0;880.0;238.0
Tijuca;3;1;0;180;2800.0;1350.0;120.0
Tijuca;3;1;1;94;2300.0;603.0;99.0
Vila Isabel;3;0;0;120;2000.0;200.0;0.0
Tijuca;3;1;1;100;1800.0;868.0;84.0
Botafogo;3;1;1;130;2800.0;1200.0;155.0
Praça Seca;3;1;0;80;800.0;130.0;0.0
Irajá;3;1;1;197;2500.0;466.0;0.0
Recreio dos Bandeirantes;3;1;1;80;2000.0;1200.0;0.0
Barra da Tijuca;4;2;0;115;2900.0;1900.0;0.0
Recreio dos Bandeirantes;3;1;1;137;2500.0;700.0;0.0
Santa Teresa;3;0;0;80;2200.0;290.0;20.0
Campo Grande;3;1;1;90;1800.0;650.0;0.0
Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;164.0
Tijuca;3;1;1;116;1000.0;814.0;121.0
Copacabana;3;1;1;92;2500.0;1200.0;1915.0
Laranjeiras;3;1;0;130;2800.0;1200.0;194.0
Recreio dos Bandeirantes;3;2;1;126;2400.0;616.0;308.0
Curicica;3;2;0;72;1400.0;150.0;350.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Tijuca;3;1;0;125;2500.0;1100.0;200.0
Rocha;3;0;0;72;1100.0;200.0;14.0
Recreio dos Bandeirantes;3;2;1;197;2800.0;1020.0;400.0
Freguesia (Jacarepaguá);3;2;1;230;1900.0;900.0;2000.0
Recreio dos Bandeirantes;3;1;1;87;1800.0;800.0;200.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;1021.0;155.0
Barra da Tijuca;3;1;1;78;1900.0;1173.0;0.0
Anil;3;2;3;77;1800.0;454.0;0.0
Tijuca;3;0;0;110;1800.0;800.0;196.0
Vargem Pequena;3;1;0;80;890.0;400.0;13.0
Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;0.0
Tijuca;3;2;1;110;2800.0;1100.0;0.0
Vila Isabel;3;0;0;95;1600.0;360.0;84.0
Copacabana;3;1;0;100;2000.0;1474.0;202.0
Barra da Tijuca;3;2;1;150;2300.0;1300.0;0.0
Recreio dos Bandeirantes;3;3;2;115;2850.0;1280.0;238.0
Freguesia (Jacarepaguá);3;2;1;110;1700.0;800.0;0.0
Tijuca;3;1;1;110;2400.0;800.0;0.0
Freguesia (Jacarepaguá);3;1;1;75;1200.0;640.0;0.0
Freguesia (Jacarepaguá);3;1;0;113;800.0;1530.0;0.0
Copacabana;3;1;1;90;2300.0;1311.0;150.0
Curicica;3;2;1;161;2600.0;750.0;0.0
Tijuca;3;0;0;80;1400.0;850.0;0.0
Barra da Tijuca;3;1;1;101;2700.0;1453.0;0.0
Vila Isabel;3;1;0;90;2600.0;730.0;0.0
Barra da Tijuca;3;1;1;104;2600.0;1635.0;200.0
Recreio dos Bandeirantes;3;1;1;79;2500.0;550.0;0.0
Recreio dos Bandeirantes;3;2;1;89;1700.0;980.0;0.0
Recreio dos Bandeirantes;3;1;1;135;1500.0;784.0;232.0
Jardim Guanabara;3;2;3;136;2600.0;400.0;0.0
Jardim Guanabara;3;1;1;100;1700.0;700.0;950.0
Tijuca;3;0;0;125;1200.0;908.0;147.0
